 27.09	26301	26301	U	0	unclassified
 72.91	70778	0	R	1	root
 72.91	70778	0	R1	131567	  cellular organisms
 72.91	70778	1636	D	2	    Bacteria
 63.11	61262	334	K	3379134	      Pseudomonadati
 59.51	57775	1006	P	1224	        Pseudomonadota
 32.92	31960	751	C	1236	          Gammaproteobacteria
 29.46	28603	0	O	135623	            Vibrionales
 29.46	28603	158	F	641	              Vibrionaceae
 29.25	28400	4310	G	662	                Vibrio
 16.94	16445	15498	S	672	                  Vibrio vulnificus
  0.84	816	816	S1	1246305	                    Vibrio vulnificus Env1
  0.10	93	93	S1	196600	                    Vibrio vulnificus YJ016
  0.03	26	26	S1	748003	                    Vibrio vulnificus VVyb1(BT3)
  0.01	10	10	S1	914127	                    Vibrio vulnificus MO6-24/O
  0.00	2	2	S1	216895	                    Vibrio vulnificus CMCP6
  3.20	3109	3109	S	1763883	                  Vibrio cidicii
  2.89	2804	217	G1	717610	                  Vibrio harveyi group
  1.80	1749	224	G2	2315253	                    Vibrio diabolicus subgroup
  1.46	1422	1422	S	50719	                      Vibrio diabolicus
  0.11	103	103	S	150340	                      Vibrio antiquarius
  0.49	476	467	S	670	                    Vibrio parahaemolyticus
  0.00	3	0	S1	1338031	                      Vibrio parahaemolyticus O1:K33
  0.00	3	3	S2	1338032	                        Vibrio parahaemolyticus O1:K33 str. CDC_K4557
  0.00	3	3	S1	1429044	                      Vibrio parahaemolyticus UCM-V493
  0.00	2	2	S1	1211705	                      Vibrio parahaemolyticus BB22OP
  0.00	1	0	S1	1338033	                      Vibrio parahaemolyticus O1:Kuk
  0.00	1	1	S2	1338034	                        Vibrio parahaemolyticus O1:Kuk str. FDA_R31
  0.22	215	215	S	663	                    Vibrio alginolyticus
  0.05	50	50	S	669	                    Vibrio harveyi
  0.05	44	41	S	680	                    Vibrio campbellii
  0.00	2	2	S1	2902295	                      Vibrio campbellii ATCC BAA-1116
  0.00	1	1	S1	1224742	                      Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920
  0.02	19	19	S	696485	                    Vibrio owensii
  0.02	16	16	S	691	                    Vibrio natriegens
  0.01	9	9	S	512649	                    Vibrio azureus
  0.01	5	5	S	50718	                    Vibrio mytili
  0.00	4	4	S	190895	                    Vibrio rotiferianus
  0.90	875	875	S	29495	                  Vibrio navarrensis
  0.33	320	35	G1	2614977	                  unclassified Vibrio
  0.08	76	76	S	2822845	                    Vibrio sp. SCSIO 43086
  0.06	60	60	S	1298600	                    Vibrio sp. JCM 18905
  0.05	47	47	S	3374281	                    Vibrio sp. D3
  0.03	30	30	S	2976237	                    Vibrio sp. STUT-A16
  0.01	9	9	S	2883075	                    Vibrio sp. LQ2
  0.01	8	8	S	2751178	                    Vibrio sp. B1FLJ16
  0.01	5	5	S	3437381	                    Vibrio sp. Vf1514
  0.01	5	5	S	2751177	                    Vibrio sp. B1FIG11
  0.00	4	4	S	391586	                    Vibrio sp. 16
  0.00	3	3	S	2819103	                    Vibrio sp. SCSIO 43009
  0.00	3	3	S	2714948	                    Vibrio sp. HDW18
  0.00	3	3	S	2819099	                    Vibrio sp. SCSIO 43155
  0.00	3	3	S	3391828	                    Vibrio sp. MA40-2
  0.00	3	3	S	2751179	                    Vibrio sp. B1REV9
  0.00	3	3	S	2912314	                    Vibrio sp. JC009
  0.00	2	2	S	3092155	                    Vibrio sp. GJ41-3
  0.00	2	2	S	2819100	                    Vibrio sp. SCSIO 43140
  0.00	2	2	S	2819104	                    Vibrio sp. SCSIO 43097
  0.00	2	2	S	2785746	                    Vibrio sp. VB16
  0.00	2	2	S	3042300	                    Vibrio sp. YMD68
  0.00	2	2	S	2766781	                    Vibrio sp. sp1
  0.00	2	2	S	2751176	                    Vibrio sp. B1ASS3
  0.00	1	1	S	3466932	                    Vibrio sp. GJ43-1
  0.00	1	1	S	3021011	                    Vibrio sp. SCSIO 43137
  0.00	1	1	S	2912315	                    Vibrio sp. DW001
  0.00	1	1	S	3470541	                    Vibrio sp. RC2502
  0.00	1	1	S	3470823	                    Vibrio sp. NH-7
  0.00	1	1	S	3391579	                    Vibrio sp. K4
  0.00	1	1	S	3234954	                    Vibrio sp. NTOU-M3
  0.00	1	1	S	2163016	                    Vibrio sp. dhg
  0.00	1	1	S	2589990	                    Vibrio sp. Scap24
  0.20	193	193	S	666	                  Vibrio cholerae
  0.06	58	57	S	55601	                  Vibrio anguillarum
  0.00	1	1	S1	42323	                    Vibrio anguillarum serovar O1
  0.04	43	43	S	671	                  Vibrio proteolyticus
  0.03	31	31	S	676	                  Vibrio fluvialis
  0.02	21	21	S	47951	                  Vibrio cyclitrophicus
  0.02	15	15	S	2711221	                  Vibrio ziniensis
  0.02	15	6	S	28171	                  Vibrio aestuarianus
  0.01	9	9	S1	1443279	                    Vibrio aestuarianus subsp. francensis
  0.01	11	1	G1	1891919	                  Vibrio oreintalis group
  0.01	5	5	S	379097	                    Vibrio sinaloensis
  0.00	3	3	S	300876	                    Vibrio europaeus
  0.00	2	2	S	29498	                    Vibrio tubiashii
  0.01	10	10	S	674	                  Vibrio mimicus
  0.01	10	10	S	170679	                  Vibrio chagasii
  0.01	10	10	S	29494	                  Vibrio furnissii
  0.01	10	10	S	28172	                  Vibrio metschnikovii
  0.01	8	8	S	2993714	                  Vibrio misgurnus
  0.01	8	8	S	1481663	                  Vibrio metoecus
  0.01	6	6	S	1435069	                  Vibrio tritonius
  0.01	5	5	S	45658	                  Vibrio scophthalmi
  0.01	5	5	S	675	                  Vibrio cincinnatiensis
  0.01	5	5	S	170673	                  Vibrio kanaloae
  0.01	5	5	S	2572923	                  Vibrio taketomensis
  0.00	4	4	S	2014742	                  Vibrio tarriae
  0.00	4	4	S	212667	                  Vibrio fortis
  0.00	4	4	S	28173	                  Vibrio nigripulchritudo
  0.00	3	3	S	1534743	                  Vibrio hyugaensis
  0.00	3	0	G1	87806	                  environmental samples
  0.00	3	3	S	114054	                    uncultured Vibrio sp.
  0.00	3	3	S	62763	                  Vibrio pectenicida
  0.00	3	3	S	1381081	                  Vibrio panuliri
  0.00	3	3	S	553239	                  Vibrio breoganii
  0.00	2	2	S	265668	                  Vibrio ponticus
  0.00	2	2	S	1074311	                  Vibrio alfacsensis
  0.00	2	2	S	3016528	                  Vibrio chaetopteri
  0.00	2	2	S	3098914	                  Vibrio iocasae
  0.00	2	2	S	190893	                  Vibrio coralliilyticus
  0.00	2	2	S	184755	                  Vibrio ruber
  0.00	2	2	S	170651	                  Vibrio neptunius
  0.00	2	2	S	136468	                  Vibrio lentus
  0.00	2	2	S	687	                  Vibrio gazogenes
  0.00	2	2	S	2777577	                  Vibrio bathopelagicus
  0.00	2	2	S	29497	                  Vibrio splendidus
  0.00	1	1	S	1481914	                  Vibrio ishigakensis
  0.00	1	1	S	3119826	                  Vibrio sabulosilitoris
  0.00	1	1	S	1117707	                  Vibrio quintilis
  0.00	1	1	S	1194427	                  Vibrio toranzoniae
  0.00	1	1	S	2829489	                  Vibrio paucivorans
  0.00	1	1	S	2479546	                  Vibrio zhugei
  0.00	1	1	S	1481923	                  Vibrio astriarenae
  0.00	1	1	S	1918945	                  Vibrio spartinae
  0.00	1	1	S	2077090	                  Vibrio gangliei
  0.00	1	1	S	2587862	                  Vibrio aquimaris
  0.00	1	1	S	246167	                  Vibrio crassostreae
  0.00	1	1	S	673372	                  Vibrio casei
  0.00	1	1	S	296199	                  Vibrio gigantis
  0.00	1	1	S	552386	                  Vibrio gallaecicus
  0.00	1	1	S	474394	                  Vibrio mangrovi
  0.00	1	1	S	28169	                  Vibrio pelagius
  0.00	1	1	S	190897	                  Vibrio gallicus
  0.00	1	1	S	413401	                  Vibrio comitans
  0.00	1	1	S	76258	                  Vibrio rumoiensis
  0.04	34	1	G	657	                Photobacterium
  0.02	16	8	S	38293	                  Photobacterium damselae
  0.00	4	4	S1	38294	                    Photobacterium damselae subsp. piscicida
  0.00	4	4	S1	85581	                    Photobacterium damselae subsp. damselae
  0.01	13	1	S	553611	                  Photobacterium leiognathi
  0.01	12	12	S1	48408	                    Photobacterium leiognathi subsp. mandapamensis
  0.00	1	1	S	680026	                  Photobacterium swingsii
  0.00	1	1	S	865757	                  Photobacterium atrarenae
  0.00	1	1	S	875932	                  Photobacterium sanguinicancri
  0.00	1	0	G1	2628852	                  unclassified Photobacterium
  0.00	1	1	S	3020715	                    Photobacterium sp. GSS17
  0.00	4	4	G	511678	                Aliivibrio
  0.00	2	0	G	51366	                Salinivibrio
  0.00	1	1	S	51367	                  Salinivibrio costicola
  0.00	1	1	S	1908198	                  Salinivibrio kushneri
  0.00	2	0	G	188143	                Enterovibrio
  0.00	1	1	S	188144	                  Enterovibrio norvegicus
  0.00	1	1	S	3241166	                  Enterovibrio litoreus
  0.00	2	0	G	246861	                Grimontia
  0.00	2	2	S	673	                  Grimontia hollisae
  0.00	1	0	G	3378804	                Parasalinivibrio
  0.00	1	1	S	2952610	                  Parasalinivibrio latis
  0.90	877	12	O	135614	            Lysobacterales
  0.71	687	60	F	32033	              Lysobacteraceae
  0.38	365	206	G	40323	                Stenotrophomonas
  0.09	86	5	G1	995085	                  Stenotrophomonas maltophilia group
  0.06	62	39	S	40324	                    Stenotrophomonas maltophilia
  0.02	23	23	S1	868597	                      Stenotrophomonas maltophilia JV3
  0.01	11	3	G2	2961925	                    unclassified Stenotrophomonas maltophilia group
  0.00	2	2	S	2072413	                      Stenotrophomonas sp. SAU14A_NAIMI4_5
  0.00	2	2	S	2072414	                      Stenotrophomonas sp. ESTM1D_MKCIP4_1
  0.00	1	1	S	2072405	                      Stenotrophomonas sp. ZAC14D2_NAIMI4_7
  0.00	1	1	S	2072406	                      Stenotrophomonas sp. ZAC14D2_NAIMI4_6
  0.00	1	1	S	2072407	                      Stenotrophomonas sp. YAU14D1_LEIMI4_1
  0.00	1	1	S	2072408	                      Stenotrophomonas sp. YAU14A_MKIMI4_1
  0.01	5	5	S	2871169	                    Stenotrophomonas forensis
  0.00	3	3	S	487698	                    Stenotrophomonas pavanii
  0.04	38	11	G1	196198	                  unclassified Stenotrophomonas
  0.01	9	9	S	2005046	                    Stenotrophomonas sp. WZN-1
  0.00	4	4	S	3447201	                    Stenotrophomonas sp. 85239_Sma
  0.00	2	2	S	3445779	                    Stenotrophomonas sp. JC08
  0.00	2	2	S	3447204	                    Stenotrophomonas sp. 86428_Sma
  0.00	2	2	S	3455011	                    Stenotrophomonas sp. S11A1a
  0.00	2	2	S	2742129	                    Stenotrophomonas sp. NA06056
  0.00	1	1	S	3447209	                    Stenotrophomonas sp. 96582_Sma
  0.00	1	1	S	3447188	                    Stenotrophomonas sp. 2201_Sma
  0.00	1	1	S	3447184	                    Stenotrophomonas sp. 220_Sma
  0.00	1	1	S	3447215	                    Stenotrophomonas sp. 109824_Sma
  0.00	1	1	S	3447216	                    Stenotrophomonas sp. 112478_Sma
  0.00	1	1	S	1904944	                    Stenotrophomonas sp. LM091
  0.01	8	8	S	216778	                  Stenotrophomonas rhizophila
  0.00	4	4	S	3055079	                  Stenotrophomonas tuberculopleuritidis
  0.00	4	4	S	128780	                  Stenotrophomonas acidaminiphila
  0.00	3	3	S	2963283	                  Stenotrophomonas muris
  0.00	2	2	S	86188	                  Stenotrophomonas geniculata
  0.00	2	2	S	3003272	                  Stenotrophomonas aracearum
  0.00	2	2	S	3003271	                  Stenotrophomonas oahuensis
  0.00	2	2	S	2859893	                  Stenotrophomonas riyadhensis
  0.00	2	2	S	2760084	                  Stenotrophomonas lacuserhaii
  0.00	2	2	S	1450134	                  Stenotrophomonas bentonitica
  0.00	1	1	S	2771362	                  Stenotrophomonas cyclobalanopsidis
  0.00	1	1	S	83617	                  Stenotrophomonas nitritireducens
  0.00	1	1	S	2045451	                  Stenotrophomonas indicatrix
  0.00	1	1	S	3055080	                  Stenotrophomonas pigmentata
  0.11	111	36	G	338	                Xanthomonas
